,10000,20000,25000,30000,40000,50000,60000,70000,75000,80000,90000,100000,110000,125000,130000,140000,150000
57,13.10,24.20,29.75,35.30,46.40,57.50,68.60,79.70,85.25,90.80,101.90,113.00,124.10,140.75,146.30,157.40,168.50
58,13.91,25.82,31.78,37.73,49.65,61.56,73.47,85.38,91.34,97.29,109.20,121.12,133.03,150.89,156.85,168.76,180.67
59,14.74,27.48,33.85,40.22,52.95,65.69,78.43,91.17,97.54,103.91,116.65,129.38,142.12,161.23,167.60,180.34,193.08
60,15.62,29.23,36.04,42.85,56.46,70.08,83.69,97.31,104.12,110.92,124.54,138.15,151.77,172.19,179.00,192.62,206.23
61,16.52,31.04,38.30,45.56,60.08,74.60,89.12,103.63,110.89,118.15,132.67,147.19,161.71,183.49,190.75,205.27,219.79
62,17.48,32.95,40.69,48.43,63.91,79.38,94.86,110.34,118.08,125.82,141.29,156.77,172.25,195.46,203.20,218.68,234.15
63,18.50,34.99,43.24,51.49,67.98,84.48,100.98,117.47,125.72,133.97,150.47,166.96,183.46,208.20,216.45,232.95,249.44
64,19.61,37.22,46.03,54.83,72.45,90.06,107.67,125.28,134.09,142.89,160.50,178.12,195.73,222.14,230.95,248.56,266.17
65,20.87,39.73,49.16,58.60,77.46,96.33,115.19,134.06,143.49,152.92,171.79,190.65,209.52,237.82,247.25,266.12,284.98
66,22.30,42.59,52.74,62.89,83.18,103.48,123.78,144.07,154.22,164.37,184.67,204.96,225.26,255.70,265.85,286.15,306.44
67,23.96,45.92,56.90,67.88,89.85,111.81,133.77,155.73,166.71,177.69,199.65,221.62,243.58,276.52,287.50,309.46,331.42
68,25.85,49.70,61.63,73.55,97.40,121.25,145.10,168.95,180.88,192.80,216.65,240.50,264.35,300.13,312.05,335.90,359.75
69,28.00,53.99,66.99,79.99,105.98,131.98,157.98,183.97,196.97,209.97,235.97,261.96,287.96,326.95,339.95,365.95,391.94
70,30.42,58.83,73.04,87.25,115.66,144.08,172.49,200.91,215.12,229.32,257.74,286.15,314.57,357.19,371.40,399.82,428.23
