,5000,7500,10000,12500,15000,17500,20000,22500,25000,30000,35000,40000,45000,50000,55000,60000,65000,70000,75000,80000,85000,90000,95000,100000
45,2.61,3.92,5.22,6.53,7.83,9.14,10.45,11.75,13.06,15.67,18.28,20.89,23.50,26.12,28.73,31.34,33.95,36.56,39.17,41.79,44.40,47.01,49.62,52.23
46,2.61,3.92,5.22,6.53,7.83,9.14,10.45,11.75,13.06,15.67,18.28,20.89,23.50,26.12,28.73,31.34,33.95,36.56,39.17,41.79,44.40,47.01,49.62,52.23
47,2.61,3.92,5.22,6.53,7.83,9.14,10.45,11.75,13.06,15.67,18.28,20.89,23.50,26.12,28.73,31.34,33.95,36.56,39.17,41.79,44.40,47.01,49.62,52.23
48,2.61,3.92,5.22,6.53,7.83,9.14,10.45,11.75,13.06,15.67,18.28,20.89,23.50,26.12,28.73,31.34,33.95,36.56,39.17,41.79,44.40,47.01,49.62,52.23
49,2.61,3.92,5.22,6.53,7.83,9.14,10.45,11.75,13.06,15.67,18.28,20.89,23.50,26.12,28.73,31.34,33.95,36.56,39.17,41.79,44.40,47.01,49.62,52.23
50,4.14,6.21,8.27,10.34,12.41,14.48,16.55,18.62,20.69,24.82,28.96,33.10,37.24,41.37,45.51,49.65,53.79,57.92,62.06,66.20,70.34,74.47,78.61,82.75
51,4.14,6.21,8.27,10.34,12.41,14.48,16.55,18.62,20.69,24.82,28.96,33.10,37.24,41.37,45.51,49.65,53.79,57.92,62.06,66.20,70.34,74.47,78.61,82.75
52,4.14,6.21,8.27,10.34,12.41,14.48,16.55,18.62,20.69,24.82,28.96,33.10,37.24,41.37,45.51,49.65,53.79,57.92,62.06,66.20,70.34,74.47,78.61,82.75
53,4.14,6.21,8.27,10.34,12.41,14.48,16.55,18.62,20.69,24.82,28.96,33.10,37.24,41.37,45.51,49.65,53.79,57.92,62.06,66.20,70.34,74.47,78.61,82.75
54,4.14,6.21,8.27,10.34,12.41,14.48,16.55,18.62,20.69,24.82,28.96,33.10,37.24,41.37,45.51,49.65,53.79,57.92,62.06,66.20,70.34,74.47,78.61,82.75
55,6.65,9.98,13.30,16.63,19.95,23.28,26.61,29.93,33.26,39.91,46.56,53.21,59.86,66.51,73.16,79.82,86.47,93.12,99.77,106.42,113.07,119.72,126.37,133.03
56,6.65,9.98,13.30,16.63,19.95,23.28,26.61,29.93,33.26,39.91,46.56,53.21,59.86,66.51,73.16,79.82,86.47,93.12,99.77,106.42,113.07,119.72,126.37,133.03
57,6.65,9.98,13.30,16.63,19.95,23.28,26.61,29.93,33.26,39.91,46.56,53.21,59.86,66.51,73.16,79.82,86.47,93.12,99.77,106.42,113.07,119.72,126.37,133.03
58,6.65,9.98,13.30,16.63,19.95,23.28,26.61,29.93,33.26,39.91,46.56,53.21,59.86,66.51,73.16,79.82,86.47,93.12,99.77,106.42,113.07,119.72,126.37,133.03
59,6.65,9.98,13.30,16.63,19.95,23.28,26.61,29.93,33.26,39.91,46.56,53.21,59.86,66.51,73.16,79.82,86.47,93.12,99.77,106.42,113.07,119.72,126.37,133.03
60,9.45,14.17,18.89,23.61,28.34,33.06,37.78,42.51,47.23,56.67,66.12,75.57,85.01,94.46,103.90,113.35,122.79,132.24,141.68,151.13,160.58,170.02,179.47,188.91
61,9.45,14.17,18.89,23.61,28.34,33.06,37.78,42.51,47.23,56.67,66.12,75.57,85.01,94.46,103.90,113.35,122.79,132.24,141.68,151.13,160.58,170.02,179.47,188.91
62,9.45,14.17,18.89,23.61,28.34,33.06,37.78,42.51,47.23,56.67,66.12,75.57,85.01,94.46,103.90,113.35,122.79,132.24,141.68,151.13,160.58,170.02,179.47,188.91
63,9.45,14.17,18.89,23.61,28.34,33.06,37.78,42.51,47.23,56.67,66.12,75.57,85.01,94.46,103.90,113.35,122.79,132.24,141.68,151.13,160.58,170.02,179.47,188.91
64,9.45,14.17,18.89,23.61,28.34,33.06,37.78,42.51,47.23,56.67,66.12,75.57,85.01,94.46,103.90,113.35,122.79,132.24,141.68,151.13,160.58,170.02,179.47,188.91
65,13.02,19.53,26.04,32.55,39.06,45.57,52.08,58.59,65.10,78.12,91.14,104.16,117.18,130.20,143.22,156.24,169.26,182.28,195.30,208.32,221.34,234.36,247.38,260.40
66,13.02,,,,,,,,,,,,,,,,,,,,,,,
67,13.02,,,,,,,,,,,,,,,,,,,,,,,
68,13.02,,,,,,,,,,,,,,,,,,,,,,,
69,13.02,,,,,,,,,,,,,,,,,,,,,,,
70,15.95,,,,,,,,,,,,,,,,,,,,,,,
