,10000,20000,25000,30000,40000,50000,60000,70000,75000,80000,90000,100000,110000,125000,130000,140000,150000
57,14.81,27.62,34.02,40.42,53.23,66.04,78.85,91.65,98.06,104.46,117.27,130.08,142.88,162.10,168.50,181.31,194.12
58,15.74,29.48,36.36,43.23,56.97,70.71,84.45,98.20,105.07,111.94,125.68,139.42,153.17,173.78,180.65,194.39,208.13
59,16.70,31.40,38.75,46.10,60.80,75.50,90.20,104.90,112.25,119.60,134.30,149.00,163.70,185.75,193.10,207.80,222.50
60,17.71,33.42,41.28,49.13,64.85,80.56,96.27,111.98,119.84,127.69,143.40,159.12,174.83,198.39,206.25,221.96,237.67
61,18.75,35.51,43.88,52.26,69.02,85.77,102.52,119.28,127.65,136.03,152.78,169.54,186.29,211.42,219.80,236.55,253.31
62,19.86,37.72,46.64,55.57,73.43,91.29,109.15,127.00,135.93,144.86,162.72,180.58,198.43,225.22,234.15,252.01,269.87
63,21.03,40.07,49.59,59.10,78.14,97.17,116.21,135.24,144.76,154.28,173.31,192.35,211.38,239.93,249.45,268.48,287.52
64,22.32,42.64,52.80,62.96,83.28,103.60,123.92,144.23,154.39,164.55,184.87,205.19,225.51,255.99,266.15,286.47,306.79
65,23.77,45.54,56.42,67.31,89.08,110.85,132.62,154.38,165.27,176.15,197.92,219.69,241.46,274.12,285.00,306.77,328.54
66,25.42,48.84,60.55,72.26,95.68,119.10,142.52,165.93,177.64,189.35,212.77,236.19,259.61,294.74,306.45,329.87,353.29
67,27.34,52.68,65.35,78.02,103.35,128.69,154.03,179.37,192.04,204.71,230.05,255.38,280.72,318.73,331.40,356.74,382.08
68,29.52,57.04,70.80,84.56,112.08,139.60,167.12,194.63,208.39,222.15,249.67,277.19,304.71,345.99,359.75,387.27,414.79
69,32.00,61.99,76.99,91.99,121.98,151.98,181.98,211.97,226.97,241.97,271.97,301.96,331.96,376.95,391.95,421.95,451.94
70,34.79,67.58,83.97,100.37,133.15,165.94,198.73,231.52,247.91,264.31,297.10,329.88,362.67,411.86,428.25,461.04,493.83
